Class,PK_CountLineCode,PK_CountLineCodeDecl,PK_CountLineCodeExe,PK_AvgLineCode,PK_AvgLineCodeDecl,PK_AvgLineCodeExe,PK_MaxLineCode,PK_MaxLineCodeDecl,PK_MaxLineCodeExe,PK_MinLineCode,PK_MinLineCodeDecl,PK_MinLineCodeExe,PK_SDLineCode,PK_SDLineCodeDecl,PK_SDLineCodeExe,PK_CountStmt,PK_CountStmtDecl,PK_CountStmtExe,PK_AvgStmt,PK_AvgStmtDecl,PK_AvgStmtExe,PK_MaxStmt,PK_MaxStmtDecl,PK_MaxStmtExe,PK_MinStmt,PK_MinStmtDecl,PK_MinStmtExe,PK_SDStmt,PK_SDStmtDecl,PK_SDStmtExe,PK_CountDeclClassMethod,PK_CountDeclClassVariable,PK_CountDeclInstanceMethod,PK_CountDeclInstanceVariable,PK_PKNOMNAMM,PK_CountDeclClass,PK_CountDeclFile,PK_SumCyclomatic,PK_SumCyclomaticModified,PK_SumCyclomaticStrict,PK_SumEssential,PK_MaxCyclomatic,PK_MaxCyclomaticModified,PK_MaxCyclomaticStrict,PK_MaxEssential,PK_AvgCyclomatic,PK_AvgCyclomaticModified,PK_AvgCyclomaticStrict,PK_AvgEssential,PK_MinCyclomatic,PK_MinCyclomaticModified,PK_MinCyclomaticStrict,PK_MinEssential,PK_SDCyclomatic,PK_SDCyclomaticModified,PK_SDCyclomaticStrict,PK_SDEssential,PK_MaxNesting,PK_MinNesting,PK_AvgNesting,PK_SDNesting,PK_CountDeclMethodDefault,PK_CountDeclMethodPrivate,PK_CountDeclMethodProtected,PK_CountDeclMethodPublic,PK_PKNOAMM,PK_PKNOI,PK_PKNOAC,CSLEX_NumberOfTokens,CSLEX_NumberOfUniqueTokens,CSLEX_NumberOfIdentifies,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfKeywords,CSLEX_NumberOfUniqueKeywords,CSLEX_NumberOfAssignments,CSLEX_NumberOfOperatorsWithoutAssignments,CSLEX_NumberOfUniqueOperators,CSLEX_NumberOfSemicolons,CSLEX_NumberOfDots,CSLEX_NumberOfReturnAndPrintStatements,CSLEX_NumberOfConditionalJumpStatements,CSLEX_NumberOfUnConditionalJumpStatements,CSLEX_NumberOfExceptionStatements,CSLEX_NumberOfNewStatements,CSLEX_NumberOfSuperStatements,CSORD_CountLineCode,CSORD_CountLineCodeDecl,CSORD_CountLineCodeExe,CSORD_AvgLineCode,CSORD_AvgLineCodeDecl,CSORD_AvgLineCodeExe,CSORD_MaxLineCode,CSORD_MaxLineCodeDecl,CSORD_MaxLineCodeExe,CSORD_MinLineCode,CSORD_MinLineCodeDecl,CSORD_MinLineCodeExe,CSORD_SDLineCode,CSORD_SDLineCodeDecl,CSORD_SDLineCodeExe,CSORD_LogLineCode,CSORD_LogLineCodeDecl,CSORD_LogLineCodeExe,CSORD_CountLineCodeNAMM,CSORD_CountLineCodeDeclNAMM,CSORD_CountLineCodeExeNAMM,CSORD_AvgLineCodeNAMM,CSORD_AvgLineCodeDeclNAMM,CSORD_AvgLineCodeExeNAMM,CSORD_MaxLineCodeNAMM,CSORD_MaxLineCodeDeclNAMM,CSORD_MaxLineCodeExeNAMM,CSORD_MinLineCodeNAMM,CSORD_MinLineCodeDeclNAMM,CSORD_MinLineCodeExeNAMM,CSORD_SDLineCodeNAMM,CSORD_SDLineCodeDeclNAMM,CSORD_SDLineCodeExeNAMM,CSORD_LogStmt,CSORD_LogStmtDecl,CSORD_LogStmtExe,CSORD_CountStmt,CSORD_CountStmtDecl,CSORD_CountStmtExe,CSORD_AvgStmt,CSORD_AvgStmtDecl,CSORD_AvgStmtExe,CSORD_MaxStmt,CSORD_MaxStmtDecl,CSORD_MaxStmtExe,CSORD_MinStmt,CSORD_MinStmtDecl,CSORD_MinStmtExe,CSORD_SDStmt,CSORD_SDStmtDecl,CSORD_SDStmtExe,CSORD_CountStmtNAMM,CSORD_CountStmtDeclNAMM,CSORD_CountStmtExeNAMM,CSORD_AvgStmtNAMM,CSORD_AvgStmtDeclNAMM,CSORD_AvgStmtExeNAMM,CSORD_MaxStmtNAMM,CSORD_MaxStmtDeclNAMM,CSORD_MaxStmtExeNAMM,CSORD_MinStmtNAMM,CSORD_MinStmtDeclNAMM,CSORD_MinStmtExeNAMM,CSORD_SDStmtNAMM,CSORD_SDStmtDeclNAMM,CSORD_SDStmtExeNAMM,CSORD_CountDeclClassMethod,CSORD_CountDeclClassVariable,CSORD_CountDeclInstanceMethod,CSORD_CountDeclInstanceVariable,CSORD_CSNOMNAMM,CSORD_SumCSNOP,CSORD_MaxCSNOP,CSORD_MinCSNOP,CSORD_AvgCSNOP,CSORD_SDCSNOP,CSORD_SumCSNOPNAMM,CSORD_MaxCSNOPNAMM,CSORD_MinCSNOPNAMM,CSORD_AvgCSNOPNAMM,CSORD_SDCSNOPNAMM,CSORD_SumCyclomatic,CSORD_SumCyclomaticModified,CSORD_SumCyclomaticStrict,CSORD_SumEssential,CSORD_MaxCyclomatic,CSORD_MaxCyclomaticModified,CSORD_MaxCyclomaticStrict,CSORD_MaxEssential,CSORD_AvgCyclomatic,CSORD_AvgCyclomaticModified,CSORD_AvgCyclomaticStrict,CSORD_AvgEssential,CSORD_MinCyclomatic,CSORD_MinCyclomaticModified,CSORD_MinCyclomaticStrict,CSORD_MinEssential,CSORD_SDCyclomatic,CSORD_SDCyclomaticModified,CSORD_SDCyclomaticStrict,CSORD_SDEssential,CSORD_LogCyclomatic,CSORD_LogCyclomaticStrict,CSORD_LogCyclomaticModified,CSORD_LogEssential,CSORD_SumCyclomaticNAMM,CSORD_SumCyclomaticModifiedNAMM,CSORD_SumCyclomaticStrictNAMM,CSORD_SumEssentialNAMM,CSORD_MaxCyclomaticNAMM,CSORD_MaxCyclomaticModifiedNAMM,CSORD_MaxCyclomaticStrictNAMM,CSORD_MaxEssentialNAMM,CSORD_AvgCyclomaticNAMM,CSORD_AvgCyclomaticModifiedNAMM,CSORD_AvgCyclomaticStrictNAMM,CSORD_AvgEssentialNAMM,CSORD_MinCyclomaticNAMM,CSORD_MinCyclomaticModifiedNAMM,CSORD_MinCyclomaticStrictNAMM,CSORD_MinEssentialNAMM,CSORD_SDCyclomaticNAMM,CSORD_SDCyclomaticModifiedNAMM,CSORD_SDCyclomaticStrictNAMM,CSORD_SDEssentialNAMM,CSORD_MaxNesting,CSORD_MinNesting,CSORD_AvgNesting,CSORD_SDNesting,CSORD_PercentLackOfCohesion,CSORD_CountClassCoupled,CSORD_RFC,CSORD_FANIN,CSORD_FANOUT,CSORD_ATFD,CSORD_CFNAMM,CSORD_DAC,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodPrivate,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodPublic,CSORD_CSNOAMM,CSORD_MaxInheritanceTree,CSORD_CountClassDerived,CSORD_CountClassBase,CSORD_NIM,CSORD_NMO,CSORD_NOII,CSORD_SumCountPath,CSORD_MinCountPath,CSORD_MaxCountPath,CSORD_AvgCountPath,CSORD_SDCountPath,CSORD_SumCountPathLog,CSORD_MinCountPathLog,CSORD_MaxCountPathLog,CSORD_AvgCountPathLog,CSORD_SDCountPathLog,CSORD_SumKnots,CSORD_MinKnots,CSORD_MaxKnots,CSORD_AvgKnots,CSORD_SDKnots,CSORD_NumberOfClassConstructors,CSORD_NumberOfDepends,CSORD_NumberOfDependsBy,CSORD_NumberOfMethods,Label_LineCoverage,Label_BranchCoverage,Tests,Label_Combine1
de.huxhorn.lilith.swing.table.renderer.MessageRenderer,1523,477,711,21,16.94736842105263,37.42105263157895,117,29,55,31,7,16,19.33220297902339,4.8717627222762685,9.022286963395782,971,461,510,16.105263157894736,16.105263157894736,26.842105263157894,66,28,38,20,6,14,10.282707426653774,4.96190473658639,5.546579390605356,1,3,58,24,9,19,19,240,240,279,59,17,17,20,1,4,4,4,1,4,4,5,2,4.02898088610624,4.02898088610624,4.205918531369905,3.2264488682092853,7,1,3.5263157894736836,1.4278589438158458,0,1,1,57,29,0,0,803,114,173,61,49,16,20,23,11,33,56,1,14,0,0,1,1,83,17,44,39,7.0,22.0,71,13,40,7,1,4,32.0,6.0,18.0,1.8976270912904407,1.1760912590556811,1.6532125137753435,7,1,4,7.0,1.0,4.0,7,1,4,7,1,4,0.0,0.0,0.0,1.6901960800285136,1.2041199826559248,1.5314789170422551,50,17,33,24.0,7.5,16.5,43,14,29,5,1,4,19.0,6.5,12.5,5,1,4,5.0,1.0,4.0,5,1,4,5,1,4,0.0,0.0,0.0,0,0,2,1,0,6,6,0,3.0,3.0,0,0,0,0.0,0.0,16,16,18,2,15,15,17,1,8,8,9,1,1,1,1,1,7.0,7.0,8.0,0.0,1.230448921378274,1.2787536009528289,1.230448921378274,0.4771212547196624,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,6,0,3.0,3.0,0,12,0,10,22,7,0,1,0,0,0,0,2,1,1,0,2,12,1,28,577,1,576,288.5,287.5,3,0,3,1.5,1.5,0,0,0,0.0,0.0,1,6,1,2,68.0,65.1,6.4,66.55
de.huxhorn.lilith.swing.table.renderer.NdcRenderer,1523,477,711,21,16.94736842105263,37.42105263157895,117,29,55,31,7,16,19.33220297902339,4.8717627222762685,9.022286963395782,971,461,510,16.105263157894736,16.105263157894736,26.842105263157894,66,28,38,20,6,14,10.282707426653774,4.96190473658639,5.546579390605356,1,3,58,24,9,19,19,240,240,279,59,17,17,20,1,4,4,4,1,4,4,5,2,4.02898088610624,4.02898088610624,4.205918531369905,3.2264488682092853,7,1,3.5263157894736836,1.4278589438158458,0,1,1,57,29,0,0,867,119,182,64,53,16,22,26,11,35,57,1,16,0,0,1,1,90,19,48,43,8.0,24.0,79,15,44,7,1,4,36.0,7.0,20.0,1.9395192526186185,1.230448921378274,1.6901960800285136,7,1,4,7.0,1.0,4.0,7,1,4,7,1,4,0.0,0.0,0.0,1.724275869600789,1.2552725051033058,1.5563025007672873,54,19,35,26.0,8.5,17.5,47,16,31,5,1,4,21.0,7.5,13.5,5,1,4,5.0,1.0,4.0,5,1,4,5,1,4,0.0,0.0,0.0,0,0,2,1,0,6,6,0,3.0,3.0,0,0,0,0.0,0.0,18,18,20,2,17,17,19,1,9,9,10,1,1,1,1,1,8.0,8.0,9.0,0.0,1.2787536009528289,1.3222192947339193,1.2787536009528289,0.4771212547196624,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,6,0,3.0,3.0,0,12,0,11,22,8,0,1,0,0,0,0,2,1,1,0,2,12,1,28,1089,1,1088,544.5,543.5,3,0,3,1.5,1.5,0,0,0,0.0,0.0,1,6,1,2,59.2,53.2,5.8,56.2
de.huxhorn.lilith.swing.table.renderer.StatusCodeRenderer,1523,477,711,21,16.94736842105263,37.42105263157895,117,29,55,31,7,16,19.33220297902339,4.8717627222762685,9.022286963395782,971,461,510,16.105263157894736,16.105263157894736,26.842105263157894,66,28,38,20,6,14,10.282707426653774,4.96190473658639,5.546579390605356,1,3,58,24,9,19,19,240,240,279,59,17,17,20,1,4,4,4,1,4,4,5,2,4.02898088610624,4.02898088610624,4.205918531369905,3.2264488682092853,7,1,3.5263157894736836,1.4278589438158458,0,1,1,57,29,0,0,994,116,228,72,56,15,26,17,6,40,72,1,16,0,0,1,1,104,26,55,49,11.5,27.5,91,22,50,8,1,5,41.5,10.5,22.5,2.0,1.3802112417116061,1.7481880270062005,8,1,5,8.0,1.0,5.0,8,1,5,8,1,5,0.0,0.0,0.0,1.7634279935629371,1.3802112417116061,1.5440680443502757,59,25,34,28.5,11.5,17.0,51,22,29,6,1,5,22.5,10.5,12.0,6,1,5,6.0,1.0,5.0,6,1,5,6,1,5,0.0,0.0,0.0,0,0,2,1,0,6,6,0,3.0,3.0,0,0,0,0.0,0.0,18,18,21,2,17,17,20,1,9,9,10,1,1,1,1,1,8.0,8.0,9.5,0.0,1.2787536009528289,1.3424226808222062,1.2787536009528289,0.4771212547196624,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,7,0,3.5,3.5,0,15,0,11,27,9,0,1,0,0,0,0,2,1,1,0,2,12,1,28,601,1,600,300.5,299.5,3,0,3,1.5,1.5,0,0,0,0.0,0.0,1,8,1,2,57.9,54.1,5.6,56.0
dk.statsbiblioteket.summa.common.util.RAMEater,4330,1425,2406,9,21.1875,50.125,667,134,466,10,4,0,100.89832616164765,20.624273977120584,70.46264524554837,2913,1234,1679,19.9375,19.9375,34.979166666666664,452,122,330,8,4,0,68.5890034108157,19.554844082306907,49.57674588593818,74,93,326,120,218,58,48,880,848,972,551,25,15,25,16,2,2,2,1,0,0,0,0,22.56056662999993,21.25816836470683,26.20618035671908,13.135495142509432,5,0,1.625,1.2011279421166312,9,49,21,321,113,1,6,965,141,168,52,57,22,21,40,9,43,54,9,12,3,5,4,0,84,11,66,82,10.0,66.0,82,10,66,82,10,66,0.0,0.0,0.0,1.919078092376074,1.0413926851582251,1.8260748027008264,82,10,66,82.0,10.0,66.0,82,10,66,82,10,66,0.0,0.0,0.0,1.7708520116421442,1.146128035678238,1.662757831681574,59,14,45,58.0,13.0,45.0,58,13,45,58,13,45,0.0,0.0,0.0,58,13,45,58.0,13.0,45.0,58,13,45,58,13,45,0.0,0.0,0.0,1,0,0,0,1,1,1,1,1.0,0.0,1,1,1,1.0,0.0,15,15,15,7,15,15,15,7,15,15,15,7,15,15,15,7,0.0,0.0,0.0,0.0,1.2041199826559248,1.2041199826559248,1.2041199826559248,0.9030899869919436,15,15,15,7,15,15,15,7,15.0,15.0,15.0,7.0,15,15,15,7,0.0,0.0,0.0,0.0,3,3,3.0,0.0,0,11,0,5,13,3,0,0,0,0,0,0,1,0,1,0,1,12,0,40,817,817,817,817.0,0.0,3,3,3,3.0,0.0,13,13,13,13.0,0.0,0,0,0,1,41.1,51.3,6.8,46.2
dk.statsbiblioteket.summa.search.SummaSearcherFactory,1786,689,1001,10,32.13333333333333,66.73333333333333,236,70,154,3,2,0,81.52502001771533,22.13855360125308,56.200197706255636,1248,611,637,29.66666666666667,29.66666666666667,42.46666666666667,160,62,100,2,2,0,56.32745531463517,20.473288830951304,36.13099623438148,8,85,146,72,86,24,15,311,307,327,154,20,20,21,7,2,2,2,1,0,0,0,0,15.728812909929204,15.840314250530374,16.6381088668955,7.71722460186015,4,0,1.8666666666666667,1.359738536958076,1,15,13,125,43,3,1,368,74,88,35,30,13,2,7,4,9,40,2,2,0,6,2,0,23,5,14,10,1.5,6.5,17,2,12,3,1,1,7.0,0.5,5.5,1.3222192947339193,0.6020599913279624,1.146128035678238,20,3,13,10.0,1.5,6.5,17,2,12,3,1,1,7.0,0.5,5.5,1.1139433523068367,0.6020599913279624,1.0,14,5,9,6.0,1.5,4.5,10,2,8,2,1,1,4.0,0.5,3.5,12,3,9,6.0,1.5,4.5,10,2,8,2,1,1,4.0,0.5,3.5,2,1,0,0,2,3,2,1,1.5,0.5,3,2,1,1.5,0.5,4,4,4,2,3,3,3,1,2,2,2,1,1,1,1,1,1.0,1.0,1.0,0.0,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.4771212547196624,4,4,4,2,3,3,3,1,2.0,2.0,2.0,1.0,1,1,1,1,1.0,1.0,1.0,0.0,1,0,0.5,0.5,0,8,1,11,8,1,0,1,1,0,0,0,2,0,1,0,1,12,0,40,5,1,4,2.5,1.5,1,0,1,0.5,0.5,2,0,2,1.0,1.0,0,3,3,2,100.0,100.0,5.0,100.0
dk.statsbiblioteket.summa.storage.database.DatabaseStorage,2991,837,1956,11,192.0,489.0,1962,473,1475,234,39,104,713.6331340401732,173.87495506829038,571.7092792670064,1940,684,1256,156.25,156.25,314.0,1403,432,971,113,39,74,539.5050393647866,160.93224505983878,379.5411703623205,5,61,241,28,93,10,4,551,541,604,288,26,26,35,11,2,2,2,1,39,39,39,13,115.9719793743299,117.65734146240091,130.74665387687747,45.42782737485911,5,1,3.5,1.6583123951777,2,51,23,170,127,0,2,24845,1364,4604,510,1343,34,405,822,16,1049,1061,100,194,1,271,77,3,1962,473,1475,22,4.395348837209301,16.13953488372093,95,21,77,1,1,0,19.311363112626523,4.224180310654039,16.172157232450733,3.2619761913978125,2.5786392099680717,3.1427022457376155,1331,250,1014,22.948275862068964,4.310344827586206,17.482758620689655,95,17,77,1,1,0,20.14466851157252,4.0266649867572415,16.87810393349952,3.1136091510730286,2.546542663478131,2.9768083373380665,1403,432,971,15.093023255813955,4.0813953488372094,11.011627906976745,74,20,58,1,1,0,14.240156050700298,3.782502912828986,11.140220642095473,946,229,717,16.310344827586206,3.948275862068965,12.362068965517242,74,16,58,1,1,0,14.908001666024775,3.441242827782165,11.928953874794214,2,55,84,10,57,147,8,0,1.7093023255813953,1.6057040697968084,106,8,0,1.827586206896552,1.76301007326403,328,328,367,122,26,26,35,11,4,4,4,1,0,0,0,0,3.9370382797785086,3.9370382797785086,4.9212978497231346,1.466407699575297,2.5171958979499744,2.5658478186735176,2.5171958979499744,2.089905111439398,239,239,263,81,26,26,35,11,4.120689655172414,4.120689655172414,4.5344827586206895,1.3965517241379308,0,0,0,0,4.343356346417129,4.343356346417129,5.433661105398773,1.5192971965558764,5,0,1.3255813953488371,1.306885704021127,87,52,1,562,866,22,0,6,2,0,43,22,21,28,2,1,1,26,11,40,9933,0,8576,115.5,919.2455292375676,51,0,4,0.5930232558139535,0.7529462591889338,194,0,32,2.255813953488372,4.055389886087081,1,18,6,86,1.9,1.0,1.2,1.45
lotus.core.stack.CombatDamage,79,42,13,5,3.8333333333333335,2.1666666666666665,22,7,6,3,1,0,6.2449979983983965,2.114762923408253,2.1921577396609844,53,40,13,3.5,3.5,2.1666666666666665,11,6,6,1,1,0,3.34995854037363,1.707825127659933,2.114762923408253,0,1,8,5,7,6,6,9,9,9,6,2,2,2,1,1,1,1,1,0,0,0,0,1.384437310486346,1.384437310486346,1.384437310486346,1.0,1,0,0.5,0.5,0,0,0,8,0,0,3,120,37,26,16,16,9,0,0,0,5,11,1,0,0,0,0,0,12,7,1,4,1.0,1.0,4,1,1,4,1,1,0.0,0.0,0.0,0.6989700043360189,0.3010299956639812,0.3010299956639812,4,1,1,4.0,1.0,1.0,4,1,1,4,1,1,0.0,0.0,0.0,0.4771212547196624,0.3010299956639812,0.3010299956639812,7,6,1,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,2,1,1,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,0,0,1,4,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,100,3,0,0,1,0,0,2,0,0,0,0,1,0,2,0,1,14,1,20,1,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,3,0,1,100.0,100.0,1.0,100.0
ch.bfh.egov.nutzenportfolio.action.ProjektattraktivitaetAction,1868,1034,845,14,68.5,70.41666666666667,257,137,156,7,4,1,79.6303962064738,36.95830984591512,47.819902295545894,1162,574,588,30.16666666666667,30.16666666666667,49.0,174,67,107,3,2,1,50.568160821695784,18.4338155452298,32.478197815355045,0,0,109,28,91,12,12,195,195,217,132,11,11,18,5,1,1,1,1,1,1,1,1,9.925766133318543,9.925766133318543,11.778924210451295,6.2182527020592095,3,0,1.4166666666666667,0.7592027982620249,0,13,0,96,7,0,0,174,47,55,27,14,7,0,0,0,1,32,1,0,0,1,0,0,7,4,1,5,3.0,1.0,5,3,1,5,3,1,0.0,0.0,0.0,0.7781512503836436,0.6020599913279624,0.3010299956639812,5,3,1,5.0,3.0,1.0,5,3,1,5,3,1,0.0,0.0,0.0,0.4771212547196624,0.3010299956639812,0.3010299956639812,3,2,1,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,2,1,1,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,0,0,1,0,1,4,4,4,4.0,0.0,4,4,4,4.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,0,2,2,0,0,0,0,0,0,0,1,0,2,0,1,12,0,23,1,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,1,100.0,100.0,2.0,100.0
com.tivo.jipviewer.HelpViewer,1613,629,886,7,34.333333333333336,59.06666666666667,327,104,184,3,3,0,91.10175019662843,29.481444258305178,56.22747450214076,1249,618,631,33.6,33.6,42.06666666666667,240,102,138,2,2,0,68.80859119486622,29.46364992099021,39.59876541285375,11,15,170,79,89,29,15,344,323,354,205,9,9,9,5,2,1,2,1,0,0,0,0,13.817862835233722,13.280562237094236,13.892284029473181,8.07850371184059,3,0,1.6666666666666667,0.9428090415820634,58,31,2,90,49,2,0,376,72,83,38,26,12,8,4,3,15,31,0,2,0,3,4,0,27,8,20,25,6.0,20.0,25,6,20,25,6,20,0.0,0.0,0.0,1.414973347970818,0.8450980400142568,1.3222192947339193,25,6,20,25.0,6.0,20.0,25,6,20,25,6,20,0.0,0.0,0.0,1.2787536009528289,0.8450980400142568,1.1139433523068367,19,7,12,18.0,6.0,12.0,18,6,12,18,6,12,0.0,0.0,0.0,18,6,12,18.0,6.0,12.0,18,6,12,18,6,12,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,1,0.0,0.0,0.0,0.0,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.3010299956639812,5,5,5,1,5,5,5,1,5.0,5.0,5.0,1.0,5,5,5,1,0.0,0.0,0.0,0.0,2,2,2.0,0.0,0,14,0,4,16,3,0,0,0,1,0,0,0,0,1,0,1,500,0,26,8,8,8,8.0,0.0,1,1,1,1.0,0.0,4,4,4,4.0,0.0,1,0,1,1,71.4,50.0,1.0,60.7
net.sourceforge.jiprof.timeline.TextOutput,194,67,108,8,8.0,18.0,79,16,67,2,1,0,29.93001095147737,6.0277137733417065,24.40628334398064,151,68,83,8.166666666666666,8.166666666666666,13.833333333333336,66,17,49,1,1,0,24.097026095903765,6.618576550554925,17.994597954818424,9,2,9,12,14,6,6,36,36,37,18,14,14,14,1,2,2,2,1,0,0,0,0,5.859465277082317,5.859465277082317,6.094168432927407,3.1091263510296048,3,0,0.6666666666666666,1.1055415967851334,2,1,0,15,4,0,0,1050,138,223,76,50,13,19,14,5,49,92,18,13,0,1,9,0,79,15,67,77,14.0,67.0,77,14,67,77,14,67,0.0,0.0,0.0,1.8920946026904804,1.1760912590556811,1.8325089127062364,77,14,67,77.0,14.0,67.0,77,14,67,77,14,67,0.0,0.0,0.0,1.8195439355418688,1.230448921378274,1.6989700043360187,66,17,49,65.0,16.0,49.0,65,16,49,65,16,49,0.0,0.0,0.0,65,16,49,65.0,16.0,49.0,65,16,49,65,16,49,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,14,14,14,1,14,14,14,1,14,14,14,1,14,14,14,1,0.0,0.0,0.0,0.0,1.1760912590556811,1.1760912590556811,1.1760912590556811,0.3010299956639812,14,14,14,1,14,14,14,1,14.0,14.0,14.0,1.0,14,14,14,1,0.0,0.0,0.0,0.0,3,3,3.0,0.0,0,18,0,16,31,8,0,0,0,0,0,0,1,0,1,0,1,12,0,26,177,177,177,177.0,0.0,2,2,2,2.0,0.0,10,10,10,10.0,0.0,0,6,1,1,35.8,22.2,4.6,29.0
nu.staldal.lagoon.util.TemplateProcessor,198,41,87,15,7.0,17.4,127,16,64,4,2,0,46.0286867073133,5.215361924162119,24.32776191925595,103,37,66,6.2,6.2,13.2,61,12,49,2,2,0,22.168446043870553,3.919183588453085,18.62686232300008,5,0,7,1,8,5,5,39,39,41,16,22,22,23,6,3,3,3,1,0,0,0,0,8.818163074019441,8.818163074019441,9.239047569960876,3.1874754901018454,5,0,1.6,2.0591260281974,0,3,0,9,1,1,0,922,92,142,34,71,19,18,28,10,37,20,1,21,0,8,6,0,127,16,64,62,7.5,32.0,116,13,60,8,2,4,54.0,5.5,28.0,2.096910013008056,1.2041199826559248,1.812913356642856,124,15,64,62.0,7.5,32.0,116,13,60,8,2,4,54.0,5.5,28.0,1.7853298350107671,1.0791812460476249,1.6989700043360187,61,12,49,30.0,5.5,24.5,56,10,46,4,1,3,26.0,4.5,21.5,60,11,49,30.0,5.5,24.5,56,10,46,4,1,3,26.0,4.5,21.5,2,0,0,0,2,7,6,1,3.5,2.5,7,6,1,3.5,2.5,24,24,25,2,22,22,23,1,12,12,12,1,2,2,2,1,10.0,10.0,10.5,0.0,1.3979400086720375,1.414973347970818,1.3979400086720375,0.4771212547196624,24,24,25,2,22,22,23,1,12.0,12.0,12.5,1.0,2,2,2,1,10.0,10.0,10.5,0.0,5,1,3.0,2.0,0,6,0,10,15,1,0,0,0,0,1,0,1,0,1,0,1,12,0,22,78,2,76,39.0,37.0,2,0,2,1.0,1.0,15,1,14,7.5,6.5,0,2,1,2,93.7,91.6,12.2,92.65
nu.staldal.xodus.OutputConfig,2106,391,1071,19,56.16666666666666,178.5,816,99,451,95,23,10,293.4637967450159,27.942898123772977,170.37091887995442,1152,284,868,38.333333333333336,38.333333333333336,144.66666666666666,436,72,364,34,18,8,161.6333298961985,19.584574428757843,142.57590570951632,2,0,102,54,99,6,6,352,344,406,114,29,29,42,5,3,3,3,1,15,15,15,2,44.857800015406724,42.93664583494565,56.58523560867171,10.754843869934454,5,1,3.333333333333333,1.4907119849998598,3,12,3,86,3,0,1,1089,124,184,55,106,18,36,24,8,55,44,1,26,0,6,8,0,102,23,74,43,4.5,35.5,82,8,70,4,1,1,39.0,3.5,34.5,1.9395192526186185,1.0,1.8573324964312683,86,9,71,43.0,4.5,35.5,82,8,70,4,1,1,39.0,3.5,34.5,1.8260748027008264,1.0,1.7634279935629371,80,23,57,33.0,4.5,28.5,64,8,56,2,1,1,31.0,3.5,27.5,66,9,57,33.0,4.5,28.5,64,8,56,2,1,1,31.0,3.5,27.5,1,0,1,13,1,2,1,1,1.0,0.0,2,1,1,1.0,0.0,28,28,32,2,27,27,31,1,14,14,16,1,1,1,1,1,13.0,13.0,15.0,0.0,1.4623979978989559,1.5185139398778875,1.4623979978989559,0.4771212547196624,28,28,32,2,27,27,31,1,14.0,14.0,16.0,1.0,1,1,1,1,13.0,13.0,15.0,0.0,2,0,1.0,1.0,50,8,0,23,24,1,0,1,0,0,1,0,1,0,1,0,1,12,0,22,92161,1,92160,46080.5,46079.5,5,0,5,2.5,2.5,18,0,18,9.0,9.0,1,0,4,2,22.3,11.1,2.6,16.7
